=== Текст запроса ===

-- ============================================================
-- Запрос 4: Накопленная сумма продаж по каждой аптеке
-- ============================================================
-- Используемые конструкции: оконная функция SUM() OVER (PARTITION BY ... ORDER BY ...)
-- Логика: для каждой строки заказа показываем аптеку, дату, сумму заказа
-- и накопленную сумму продаж внутри этой аптеки по дате (ORDER BY report_date).
-- ============================================================

SELECT 
    pharmacy_name AS аптека,
    report_date AS дата,
    (price * count) AS сумма_заказа_руб,
    SUM(price * count) OVER (
        PARTITION BY pharmacy_name 
        ORDER BY report_date, order_id
    ) AS накопленная_сумма_руб
FROM pharma_orders
ORDER BY pharmacy_name, report_date, order_id;

=== Результат ===

аптека          дата        сумма_заказа_руб  накопленная_сумма_руб
Доктор Айболит  2024-04-11              2298                1013295
Доктор Айболит  2024-04-12              2250                1015545
Доктор Айболит  2024-04-12              3884                1019429
Доктор Айболит  2024-04-12              2785                1022214
Доктор Айболит  2024-04-12              1851                1024065
Доктор Айболит  2024-04-12              2772                1026837
Доктор Айболит  2024-04-13               591                1027428
Доктор Айболит  2024-04-13               457                1027885
Доктор Айболит  2024-04-13              2832                1030717
Доктор Айболит  2024-04-13              4465                1035182
Доктор Айболит  2024-04-13              1832                1037014
Доктор Айболит  2024-04-13               340                1037354
Доктор Айболит  2024-04-13              1108                1038462
Доктор Айболит  2024-04-14              1566                1040028
Доктор Айболит  2024-04-14              3355                1043383
Доктор Айболит  2024-04-14               900                1044283
Доктор Айболит  2024-04-14               964                1045247
Доктор Айболит  2024-04-14              1800                1047047
Доктор Айболит  2024-04-14               766                1047813
Доктор Айболит  2024-04-15              1251                1049064
Доктор Айболит  2024-04-15              2010                1051074
Доктор Айболит  2024-04-15              1458                1052532
Доктор Айболит  2024-04-15              1122                1053654
Доктор Айболит  2024-04-15              2240                1055894
Доктор Айболит  2024-04-15              1376                1057270
Доктор Айболит  2024-04-16              2785                1060055
Доктор Айболит  2024-04-16               521                1060576
Доктор Айболит  2024-04-16              3524                1064100
Доктор Айболит  2024-04-16               977                1065077
Доктор Айболит  2024-04-16              2110                1067187
Доктор Айболит  2024-04-16              3284                1070471
Доктор Айболит  2024-04-16               874                1071345
Доктор Айболит  2024-04-16              1810                1073155
Доктор Айболит  2024-04-16              3104                1076259
Доктор Айболит  2024-04-16              2075                1078334
Доктор Айболит  2024-04-16              4260                1082594
Доктор Айболит  2024-04-17               598                1083192
Доктор Айболит  2024-04-17              2964                1086156
Доктор Айболит  2024-04-17              2250                1088406
Доктор Айболит  2024-04-17              2415                1090821
Доктор Айболит  2024-04-17              3592                1094413
Доктор Айболит  2024-04-18              1076                1095489
Доктор Айболит  2024-04-18               354                1095843
Доктор Айболит  2024-04-18              2296                1098139
Доктор Айболит  2024-04-18              2450                1100589
Доктор Айболит  2024-04-18              2487                1103076
Доктор Айболит  2024-04-18              2250                1105326
Доктор Айболит  2024-04-18              1710                1107036
Доктор Айболит  2024-04-18               838                1107874
Доктор Айболит  2024-04-19              4950                1112824
Доктор Айболит  2024-04-19              2096                1114920
Доктор Айболит  2024-04-19              1805                1116725
Доктор Айболит  2024-04-19               695                1117420
Доктор Айболит  2024-04-19              2586                1120006
Доктор Айболит  2024-04-19              2704                1122710
Доктор Айболит  2024-04-19              4290                1127000
Доктор Айболит  2024-04-19              3870                1130870
Доктор Айболит  2024-04-19               632                1131502
Доктор Айболит  2024-04-19              2718                1134220
Доктор Айболит  2024-04-19               328                1134548
Доктор Айболит  2024-04-20              3185                1137733
Доктор Айболит  2024-04-20               782                1138515
Доктор Айболит  2024-04-20              1796                1140311
Доктор Айболит  2024-04-20              2250                1142561
Доктор Айболит  2024-04-20              2250                1144811
Доктор Айболит  2024-04-20               888                1145699
Доктор Айболит  2024-04-21              2805                1148504
Доктор Айболит  2024-04-21              1895                1150399
Доктор Айболит  2024-04-21               994                1151393
Доктор Айболит  2024-04-21              1413                1152806
Доктор Айболит  2024-04-22              1470                1154276
Доктор Айболит  2024-04-22              1584                1155860
Доктор Айболит  2024-04-22              3828                1159688
Доктор Айболит  2024-04-22               652                1160340
Доктор Айболит  2024-04-22               788                1161128
Доктор Айболит  2024-04-22              1800                1162928
Доктор Айболит  2024-04-22               921                1163849
Доктор Айболит  2024-04-22               450                1164299
Доктор Айболит  2024-04-22              3815                1168114
Доктор Айболит  2024-04-23               347                1168461
Доктор Айболит  2024-04-23              1800                1170261
Доктор Айболит  2024-04-23              1640                1171901
Доктор Айболит  2024-04-23              1392                1173293
Доктор Айболит  2024-04-23               342                1173635
Доктор Айболит  2024-04-23              1812                1175447
Доктор Айболит  2024-04-23              3248                1178695
Доктор Айболит  2024-04-23              1246                1179941
Доктор Айболит  2024-04-23              1158                1181099
Доктор Айболит  2024-04-23              2250                1183349
Доктор Айболит  2024-04-23              1593                1184942
Доктор Айболит  2024-04-23              2091                1187033
Доктор Айболит  2024-04-23               623                1187656
Доктор Айболит  2024-04-24              2860                1190516
Доктор Айболит  2024-04-24              2690                1193206
Доктор Айболит  2024-04-24              2706                1195912
Доктор Айболит  2024-04-24              1686                1197598
Доктор Айболит  2024-04-24               306                1197904
Доктор Айболит  2024-04-24              4055                1201959
Доктор Айболит  2024-04-24              2748                1204707
Доктор Айболит  2024-04-25               680                1205387
Доктор Айболит  2024-04-25               658                1206045
Доктор Айболит  2024-04-25              2904                1208949
Доктор Айболит  2024-04-25              2128                1211077
Доктор Айболит  2024-04-25              1437                1212514
Доктор Айболит  2024-04-25              2248                1214762
Доктор Айболит  2024-04-25              1184                1215946
Доктор Айболит  2024-04-25              1568                1217514
Доктор Айболит  2024-04-25               614                1218128
Доктор Айболит  2024-04-26               810                1218938
Доктор Айболит  2024-04-26               450                1219388
Доктор Айболит  2024-04-26               772                1220160
Доктор Айболит  2024-04-26               593                1220753
Доктор Айболит  2024-04-27              3865                1224618
Доктор Айболит  2024-04-27              2043                1226661
Доктор Айболит  2024-04-27               854                1227515
Доктор Айболит  2024-04-27               723                1228238
Доктор Айболит  2024-04-27               753                1228991
Доктор Айболит  2024-04-27              3872                1232863
Доктор Айболит  2024-04-27              1550                1234413
Доктор Айболит  2024-04-27              2764                1237177
Доктор Айболит  2024-04-28              4440                1241617
Доктор Айболит  2024-04-28              2061                1243678
Доктор Айболит  2024-04-28              2955                1246633
Доктор Айболит  2024-04-28              2988                1249621
Доктор Айболит  2024-04-28               450                1250071
Доктор Айболит  2024-04-28               907                1250978
Доктор Айболит  2024-04-28              1336                1252314
Доктор Айболит  2024-04-28               974                1253288
Доктор Айболит  2024-04-28              2848                1256136
Доктор Айболит  2024-04-29              3090                1259226
Доктор Айболит  2024-04-29              3620                1262846
Доктор Айболит  2024-04-29              1659                1264505
Доктор Айболит  2024-04-29              1688                1266193
Доктор Айболит  2024-04-29              1468                1267661
Доктор Айболит  2024-04-29               450                1268111
Доктор Айболит  2024-04-29              1695                1269806
Доктор Айболит  2024-04-29              3332                1273138
Доктор Айболит  2024-04-30               705                1273843
Доктор Айболит  2024-04-30              1047                1274890
Доктор Айболит  2024-04-30               612                1275502
Доктор Айболит  2024-04-30               676                1276178
Доктор Айболит  2024-04-30              2856                1279034
Доктор Айболит  2024-04-30              3096                1282130
Доктор Айболит  2024-04-30               679                1282809
Доктор Айболит  2024-04-30              1774                1284583
Доктор Айболит  2024-04-30              1836                1286419
Доктор Айболит  2024-05-01              1196                1287615
Доктор Айболит  2024-05-01              1036                1288651
Доктор Айболит  2024-05-01               818                1289469
Доктор Айболит  2024-05-01              1233                1290702
Доктор Айболит  2024-05-01               733                1291435
Доктор Айболит  2024-05-01              3672                1295107
Доктор Айболит  2024-05-01              1647                1296754
Доктор Айболит  2024-05-01               543                1297297
Доктор Айболит  2024-05-02               514                1297811
Доктор Айболит  2024-05-02               826                1298637
Доктор Айболит  2024-05-02              2925                1301562
Доктор Айболит  2024-05-02              2195                1303757
Доктор Айболит  2024-05-02              2776                1306533
Доктор Айболит  2024-05-02              4230                1310763
Доктор Айболит  2024-05-02               900                1311663
Доктор Айболит  2024-05-02              3955                1315618
Доктор Айболит  2024-05-03              1606                1317224
Доктор Айболит  2024-05-03              1190                1318414
Доктор Айболит  2024-05-03               636                1319050
Доктор Айболит  2024-05-03              2600                1321650
Доктор Айболит  2024-05-03              4480                1326130
Доктор Айболит  2024-05-03              4480                1330610
Доктор Айболит  2024-05-03              2720                1333330
Доктор Айболит  2024-05-03               673                1334003
Доктор Айболит  2024-05-03              2090                1336093
Доктор Айболит  2024-05-03              3055                1339148
Доктор Айболит  2024-05-03              1780                1340928
Доктор Айболит  2024-05-03               530                1341458
Доктор Айболит  2024-05-03              2250                1343708
Доктор Айболит  2024-05-03               924                1344632
Доктор Айболит  2024-05-04              1934                1346566
Доктор Айболит  2024-05-04              4050                1350616
Доктор Айболит  2024-05-04               818                1351434
Доктор Айболит  2024-05-04              2335                1353769
Доктор Айболит  2024-05-04              2845                1356614
Доктор Айболит  2024-05-04               900                1357514
Доктор Айболит  2024-05-04              4195                1361709
Доктор Айболит  2024-05-04              1785                1363494
Доктор Айболит  2024-05-04              1050                1364544
Доктор Айболит  2024-05-04              3616                1368160
Доктор Айболит  2024-05-05              2372                1370532
Доктор Айболит  2024-05-05               677                1371209
Доктор Айболит  2024-05-05               450                1371659
Доктор Айболит  2024-05-05              4310                1375969
Доктор Айболит  2024-05-05              1758                1377727
Доктор Айболит  2024-05-05              2364                1380091
Доктор Айболит  2024-05-06              2284                1382375
Доктор Айболит  2024-05-06              1539                1383914
Доктор Айболит  2024-05-06               949                1384863
Доктор Айболит  2024-05-06               996                1385859
Доктор Айболит  2024-05-06              1705                1387564
Доктор Айболит  2024-05-06              4790                1392354
Доктор Айболит  2024-05-06              4725                1397079
Доктор Айболит  2024-05-07              1576                1398655
Доктор Айболит  2024-05-07              3675                1402330
Доктор Айболит  2024-05-07              2555                1404885
Доктор Айболит  2024-05-07              2163                1407048
Доктор Айболит  2024-05-07              3472                1410520
Доктор Айболит  2024-05-07              2931                1413451
Доктор Айболит  2024-05-07              1086                1414537
Доктор Айболит  2024-05-07              2250                1416787
Доктор Айболит  2024-05-07              1776                1418563
Доктор Айболит  2024-05-07               714                1419277
Доктор Айболит  2024-05-08              1980                1421257
Доктор Айболит  2024-05-08              2484                1423741
Доктор Айболит  2024-05-08              1550                1425291
Доктор Айболит  2024-05-08              1311                1426602
Доктор Айболит  2024-05-08              1208                1427810
Доктор Айболит  2024-05-08              2360                1430170
Доктор Айболит  2024-05-08               892                1431062
Доктор Айболит  2024-05-09              1413                1432475
Доктор Айболит  2024-05-09              1052                1433527
Доктор Айболит  2024-05-09              1128                1434655
Доктор Айболит  2024-05-09               941                1435596
Доктор Айболит  2024-05-09               712                1436308
Доктор Айболит  2024-05-09              2748                1439056
Доктор Айболит  2024-05-09              1518                1440574
Доктор Айболит  2024-05-09              3052                1443626
Доктор Айболит  2024-05-09               524                1444150
Доктор Айболит  2024-05-09              1880                1446030
Доктор Айболит  2024-05-09              2604                1448634
Доктор Айболит  2024-05-10              2553                1451187
Доктор Айболит  2024-05-10              2250                1453437
Доктор Айболит  2024-05-10               592                1454029
Доктор Айболит  2024-05-10               450                1454479
Доктор Айболит  2024-05-10              4490                1458969
Доктор Айболит  2024-05-10               301                1459270
Доктор Айболит  2024-05-10              2907                1462177
Доктор Айболит  2024-05-10              1620                1463797
Доктор Айболит  2024-05-10              4665                1468462
Доктор Айболит  2024-05-11              2625                1471087
Доктор Айболит  2024-05-11              2180                1473267
Доктор Айболит  2024-05-11              1250                1474517
Доктор Айболит  2024-05-11              4510                1479027
Доктор Айболит  2024-05-11              1938                1480965
Доктор Айболит  2024-05-11              2515                1483480
Доктор Айболит  2024-05-11               712                1484192
Доктор Айболит  2024-05-11               780                1484972
Доктор Айболит  2024-05-12              2280                1487252
Доктор Айболит  2024-05-12              1096                1488348
Доктор Айболит  2024-05-12              2760                1491108
Доктор Айболит  2024-05-12              2163                1493271
Доктор Айболит  2024-05-12               904                1494175
Доктор Айболит  2024-05-12              2664                1496839
Доктор Айболит  2024-05-12              2169                1499008
Доктор Айболит  2024-05-12               792                1499800
Доктор Айболит  2024-05-13              2985                1502785
Доктор Айболит  2024-05-13               662                1503447
Доктор Айболит  2024-05-13              2890                1506337
Доктор Айболит  2024-05-13              1011                1507348
Доктор Айболит  2024-05-13              2310                1509658
Доктор Айболит  2024-05-13               731                1510389
Доктор Айболит  2024-05-13               668                1511057
Доктор Айболит  2024-05-13              3800                1514857
Доктор Айболит  2024-05-13              3620                1518477
Доктор Айболит  2024-05-14              1872                1520349
Доктор Айболит  2024-05-14              2155                1522504
Доктор Айболит  2024-05-14               596                1523100
Доктор Айболит  2024-05-14               700                1523800
Доктор Айболит  2024-05-14              2523                1526323
Доктор Айболит  2024-05-14              1426                1527749
Доктор Айболит  2024-05-15               382                1528131
Доктор Айболит  2024-05-15               326                1528457
Доктор Айболит  2024-05-15               961                1529418
Доктор Айболит  2024-05-15              3760                1533178
Доктор Айболит  2024-05-15              1210                1534388
Доктор Айболит  2024-05-15              1458                1535846
Доктор Айболит  2024-05-15              2703                1538549
Доктор Айболит  2024-05-15               334                1538883
Доктор Айболит  2024-05-15               352                1539235
Доктор Айболит  2024-05-15               346                1539581
Доктор Айболит  2024-05-15              1964                1541545
Доктор Айболит  2024-05-15              3636                1545181
Доктор Айболит  2024-05-16              1689                1546870
Доктор Айболит  2024-05-16              3325                1550195
Доктор Айболит  2024-05-16              1642                1551837
Доктор Айболит  2024-05-16              1344                1553181
Доктор Айболит  2024-05-16               836                1554017
Доктор Айболит  2024-05-16              3948                1557965
Доктор Айболит  2024-05-16              2425                1560390
Доктор Айболит  2024-05-17              1406                1561796
Доктор Айболит  2024-05-17              1086                1562882
Доктор Айболит  2024-05-17               906                1563788
Доктор Айболит  2024-05-17               450                1564238
Доктор Айболит  2024-05-17               920                1565158
Доктор Айболит  2024-05-17              1350                1566508
Доктор Айболит  2024-05-17              2361                1568869
Доктор Айболит  2024-05-17              1014                1569883
Доктор Айболит  2024-05-17              3996                1573879
Доктор Айболит  2024-05-17              1328                1575207
Доктор Айболит  2024-05-17               900                1576107
Доктор Айболит  2024-05-18              4940                1581047
Доктор Айболит  2024-05-18              1744                1582791
Доктор Айболит  2024-05-18              3140                1585931
Доктор Айболит  2024-05-18              1920                1587851
Доктор Айболит  2024-05-18              3460                1591311
Доктор Айболит  2024-05-18              3040                1594351
Доктор Айболит  2024-05-18              3895                1598246
Доктор Айболит  2024-05-18              1934                1600180
Доктор Айболит  2024-05-18              1880                1602060
Доктор Айболит  2024-05-18              1350                1603410
Доктор Айболит  2024-05-19              4925                1608335
Доктор Айболит  2024-05-19               563                1608898
Доктор Айболит  2024-05-19              4590                1613488
Доктор Айболит  2024-05-19              2940                1616428
Доктор Айболит  2024-05-19              4195                1620623
Доктор Айболит  2024-05-19               900                1621523
Доктор Айболит  2024-05-20              1281                1622804
Доктор Айболит  2024-05-20              1800                1624604
Доктор Айболит  2024-05-20              3196                1627800
Доктор Айболит  2024-05-20              1682                1629482
Доктор Айболит  2024-05-20              3568                1633050
Доктор Айболит  2024-05-20              2095                1635145
Доктор Айболит  2024-05-20              1137                1636282
Доктор Айболит  2024-05-20              4920                1641202
Доктор Айболит  2024-05-20              3015                1644217
Доктор Айболит  2024-05-20              1341                1645558
Доктор Айболит  2024-05-20              1202                1646760
Доктор Айболит  2024-05-20              1488                1648248
Доктор Айболит  2024-05-20               969                1649217
Доктор Айболит  2024-05-20               450                1649667
Доктор Айболит  2024-05-20              3265                1652932
Доктор Айболит  2024-05-20              1735                1654667
Доктор Айболит  2024-05-20              2896                1657563
Доктор Айболит  2024-05-20              1350                1658913
Доктор Айболит  2024-05-21              4590                1663503
Доктор Айболит  2024-05-21              4875                1668378
Доктор Айболит  2024-05-21              2184                1670562
Доктор Айболит  2024-05-21              1890                1672452
Доктор Айболит  2024-05-21              1438                1673890
Доктор Айболит  2024-05-21              1800                1675690
Доктор Айболит  2024-05-21              2973                1678663
Доктор Айболит  2024-05-22              2100                1680763
Доктор Айболит  2024-05-22              4695                1685458
Доктор Айболит  2024-05-22              3545                1689003
Доктор Айболит  2024-05-22              3224                1692227
Доктор Айболит  2024-05-22              2238                1694465
Доктор Айболит  2024-05-22              2288                1696753
Доктор Айболит  2024-05-22              2192                1698945
Доктор Айболит  2024-05-22              2324                1701269
Доктор Айболит  2024-05-22               882                1702151
Доктор Айболит  2024-05-22               985                1703136
Доктор Айболит  2024-05-22              1350                1704486
Доктор Айболит  2024-05-22               450                1704936
Доктор Айболит  2024-05-22              2836                1707772
Доктор Айболит  2024-05-22               465                1708237
Доктор Айболит  2024-05-23               678                1708915
Доктор Айболит  2024-05-23              2610                1711525
Доктор Айболит  2024-05-23               656                1712181
Доктор Айболит  2024-05-23              2250                1714431
Доктор Айболит  2024-05-23               686                1715117
Доктор Айболит  2024-05-23               597                1715714
Доктор Айболит  2024-05-23               893                1716607
Доктор Айболит  2024-05-23              1446                1718053
Доктор Айболит  2024-05-23              1800                1719853
Доктор Айболит  2024-05-23               450                1720303
Доктор Айболит  2024-05-23               722                1721025
Доктор Айболит  2024-05-23              2352                1723377
Доктор Айболит  2024-05-24               310                1723687
Доктор Айболит  2024-05-24               634                1724321
Доктор Айболит  2024-05-24              1610                1725931
Доктор Айболит  2024-05-24              4085                1730016
Доктор Айболит  2024-05-24              2835                1732851
Доктор Айболит  2024-05-24              4370                1737221
Доктор Айболит  2024-05-24              3280                1740501
Доктор Айболит  2024-05-24              1350                1741851
Доктор Айболит  2024-05-25              3560                1745411
Доктор Айболит  2024-05-25              1666                1747077
Доктор Айболит  2024-05-25               891                1747968
Доктор Айболит  2024-05-25              1530                1749498
Доктор Айболит  2024-05-25               703                1750201
Доктор Айболит  2024-05-25              2615                1752816
Доктор Айболит  2024-05-25              1748                1754564
Доктор Айболит  2024-05-26              3192                1757756
Доктор Айболит  2024-05-26              4825                1762581
Доктор Айболит  2024-05-26              2120                1764701
Доктор Айболит  2024-05-26              1546                1766247
Доктор Айболит  2024-05-26              2740                1768987
Доктор Айболит  2024-05-26               610                1769597
Доктор Айболит  2024-05-26              2548                1772145
Доктор Айболит  2024-05-26               743                1772888
Доктор Айболит  2024-05-26               900                1773788
Доктор Айболит  2024-05-26              2300                1776088
Доктор Айболит  2024-05-26              1824                1777912
Доктор Айболит  2024-05-27               517                1778429
Доктор Айболит  2024-05-27               405                1778834
Доктор Айболит  2024-05-27              3088                1781922
Доктор Айболит  2024-05-27              3556                1785478
Доктор Айболит  2024-05-27              1170                1786648
Доктор Айболит  2024-05-27               986                1787634
Доктор Айболит  2024-05-28              3425                1791059
Доктор Айболит  2024-05-28               624                1791683
Доктор Айболит  2024-05-28              1350                1793033
Доктор Айболит  2024-05-28               786                1793819
Доктор Айболит  2024-05-28              1005                1794824
Доктор Айболит  2024-05-28              2332                1797156
Доктор Айболит  2024-05-28               512                1797668
Доктор Айболит  2024-05-28              4830                1802498
Доктор Айболит  2024-05-28              2706                1805204
Доктор Айболит  2024-05-28              1835                1807039
Доктор Айболит  2024-05-29              1800                1808839
Доктор Айболит  2024-05-29              1996                1810835
Доктор Айболит  2024-05-29               900                1811735
Доктор Айболит  2024-05-29               676                1812411
Доктор Айболит  2024-05-29               841                1813252
Доктор Айболит  2024-05-29              3710                1816962
Доктор Айболит  2024-05-29              1350                1818312
Доктор Айболит  2024-05-29              1712                1820024
Доктор Айболит  2024-05-29              3350                1823374
Доктор Айболит  2024-05-29               734                1824108
Доктор Айболит  2024-05-29              2270                1826378
Доктор Айболит  2024-05-29              1058                1827436
Доктор Айболит  2024-05-29               450                1827886
Доктор Айболит  2024-05-30               363                1828249
Доктор Айболит  2024-05-30              1941                1830190
Доктор Айболит  2024-05-30              3036                1833226
Доктор Айболит  2024-05-30               941                1834167
Доктор Айболит  2024-05-30              3605                1837772
Доктор Айболит  2024-05-30              2500                1840272
Доктор Айболит  2024-05-30              2250                1842522
Доктор Айболит  2024-05-30               371                1842893
Доктор Айболит  2024-05-30              1593                1844486
Доктор Айболит  2024-05-31               447                1844933
Доктор Айболит  2024-05-31              2996                1847929
Доктор Айболит  2024-05-31              2344                1850273
Доктор Айболит  2024-05-31              2250                1852523
Доктор Айболит  2024-05-31              1422                1853945
Доктор Айболит  2024-05-31               938                1854883
Доктор Айболит  2024-05-31              2428                1857311
Доктор Айболит  2024-05-31              3644                1860955
Доктор Айболит  2024-05-31               630                1861585
Доктор Айболит  2024-05-31               405                1861990
Доктор Айболит  2024-05-31               872                1862862
Доктор Айболит  2024-05-31              1632                1864494
Доктор Айболит  2024-06-01              1955                1866449
Доктор Айболит  2024-06-01               744                1867193
Доктор Айболит  2024-06-01               900                1868093
Доктор Айболит  2024-06-01              1608                1869701
Доктор Айболит  2024-06-01              2968                1872669
Доктор Айболит  2024-06-01              2706                1875375
Доктор Айболит  2024-06-01              1406                1876781
Доктор Айболит  2024-06-01              4270                1881051
Доктор Айболит  2024-06-01               996                1882047
Доктор Айболит  2024-06-01              3640                1885687
Доктор Айболит  2024-06-01              1725                1887412
Доктор Айболит  2024-06-01              1972                1889384
Доктор Айболит  2024-06-01              2592                1891976
Доктор Айболит  2024-06-01              1800                1893776
Здравсити       2024-02-01              1244                   1244
Здравсити       2024-02-01               735                   1979
Здравсити       2024-02-01              1203                   3182
Здравсити       2024-02-01              4340                   7522
Здравсити       2024-02-01              2793                  10315
Здравсити       2024-02-01              1902                  12217
Здравсити       2024-02-02              4610                  16827
Здравсити       2024-02-02               401                  17228
Здравсити       2024-02-02              3665                  20893
Здравсити       2024-02-02              2985                  23878
Здравсити       2024-02-02              1394                  25272
Здравсити       2024-02-02              3340                  28612
Здравсити       2024-02-02              2913                  31525
Здравсити       2024-02-03               966                  32491
Здравсити       2024-02-03              1566                  34057
Здравсити       2024-02-03               622                  34679
Здравсити       2024-02-03              2274                  36953
Здравсити       2024-02-03               674                  37627
Здравсити       2024-02-03              2472                  40099
Здравсити       2024-02-03              2905                  43004
Здравсити       2024-02-03              2108                  45112
Здравсити       2024-02-04              2440                  47552
Здравсити       2024-02-04              1768                  49320
Здравсити       2024-02-04              1718                  51038
Здравсити       2024-02-04              1800                  52838
Здравсити       2024-02-04              2604                  55442
Здравсити       2024-02-04               680                  56122
Здравсити       2024-02-04              4905                  61027
Здравсити       2024-02-04              1689                  62716
Здравсити       2024-02-05              3520                  66236
Здравсити       2024-02-05              1208                  67444
Здравсити       2024-02-05               443                  67887
Здравсити       2024-02-06              1824                  69711
Здравсити       2024-02-06              1851                  71562
Здравсити       2024-02-06              2721                  74283
Здравсити       2024-02-06              2105                  76388
Здравсити       2024-02-06               838                  77226
Здравсити       2024-02-06              4000                  81226
Здравсити       2024-02-06              1350                  82576
Здравсити       2024-02-06              1023                  83599
Здравсити       2024-02-06              2988                  86587
Здравсити       2024-02-07              3215                  89802
Здравсити       2024-02-07              2065                  91867
Здравсити       2024-02-07              1244                  93111
Здравсити       2024-02-07              2764                  95875
Здравсити       2024-02-07              1228                  97103
Здравсити       2024-02-08              1386                  98489
Здравсити       2024-02-08              1821                 100310
Здравсити       2024-02-08               603                 100913
Здравсити       2024-02-08              2169                 103082
Здравсити       2024-02-08              3144                 106226
Здравсити       2024-02-08               450                 106676
Здравсити       2024-02-08               900                 107576
Здравсити       2024-02-08              1302                 108878
Здравсити       2024-02-09              2690                 111568
Здравсити       2024-02-09               358                 111926
Здравсити       2024-02-09              1110                 113036
Здравсити       2024-02-09              1964                 115000
Здравсити       2024-02-09               626                 115626
Здравсити       2024-02-09              1452                 117078
Здравсити       2024-02-09              4300                 121378
Здравсити       2024-02-10              1152                 122530
Здравсити       2024-02-10              2250                 124780
Здравсити       2024-02-10              4070                 128850
Здравсити       2024-02-11              3120                 131970
Здравсити       2024-02-11              2970                 134940
Здравсити       2024-02-11              1072                 136012
Здравсити       2024-02-11              2548                 138560
Здравсити       2024-02-11              1866                 140426
Здравсити       2024-02-11              3440                 143866
Здравсити       2024-02-11              3065                 146931
Здравсити       2024-02-11               357                 147288
Здравсити       2024-02-11              1585                 148873
Здравсити       2024-02-12              1506                 150379
Здравсити       2024-02-12              1350                 151729
Здравсити       2024-02-12              2844                 154573
Здравсити       2024-02-12              1800                 156373
Здравсити       2024-02-12              2655                 159028
Здравсити       2024-02-13              2612                 161640
Здравсити       2024-02-13              3304                 164944
Здравсити       2024-02-14              2220                 167164
Здравсити       2024-02-14              2924                 170088
Здравсити       2024-02-14               955                 171043
Здравсити       2024-02-14              1726                 172769
Здравсити       2024-02-14              1431                 174200
Здравсити       2024-02-14              4080                 178280
Здравсити       2024-02-14              2250                 180530
Здравсити       2024-02-14              1522                 182052
Здравсити       2024-02-14               450                 182502
Здравсити       2024-02-15              3240                 185742
Здравсити       2024-02-15              4795                 190537
Здравсити       2024-02-15              1239                 191776
Здравсити       2024-02-15               805                 192581
Здравсити       2024-02-15               558                 193139
Здравсити       2024-02-15               784                 193923
Здравсити       2024-02-15              2061                 195984
Здравсити       2024-02-15              1980                 197964
Здравсити       2024-02-16              1800                 199764
Здравсити       2024-02-16               419                 200183
Здравсити       2024-02-16              2250                 202433
Здравсити       2024-02-16              2247                 204680
Здравсити       2024-02-16              1450                 206130
Здравсити       2024-02-16              2035                 208165
Здравсити       2024-02-16              2980                 211145
Здравсити       2024-02-17               986                 212131
Здравсити       2024-02-17               768                 212899
Здравсити       2024-02-17              3000                 215899
